Name,Address,Featured image,Bing Maps URL,Latitude,Longitude,Website,Phone,Emails,Social Medias,Facebook,Instagram,Twitter
Radfahrer,Makartsteg · 5020 Salzburg,https://www.bing.com/th?id=OLC.80WNyJ//3U4ovg480x360&pid=Local,https://www.bing.com/maps?cp=47.801780700683594%7E13.042149543762207&lvl=17.0&q=Radfahrer%20%2C%20Makartsteg%20%C2%B7%205020%20Salzburg,47.801780700683594,13.042149543762207,https://www.salzburg.info/de/salzburg/creative-salzburg/kunst-im-oeffentlichen-raum/weitere-Strassenkunst/radfahrer,,"cards@salzburg.info,tourist@salzburg.info","{""youtube"":""https://www.youtube.com/user/salzburginfo"",""facebook"":""https://www.facebook.com/salzburg"",""instagram"":""https://www.instagram.com/visitsalzburg/""}",https://www.facebook.com/salzburg,https://www.instagram.com/visitsalzburg/,
St. Blasius Church,"Buergerspitalgasse 2, 5020 Salzburg · 5020 Salzburg",https://www.bing.com/th?id=OLC.fZolRfT+JdDObw480x360&pid=Local,https://www.bing.com/maps?cp=47.80010223388672%7E13.039755821228027&lvl=17.0&q=St.%20Blasius%20Church%20%2C%20Buergerspitalgasse%202%2C%205020%20Salzburg%20%C2%B7%205020%20Salzburg,47.80010223388672,13.039755821228027,https://www.stadt-salzburg.at/internet/bildung_kultur/altstadt_und_tourismus/historische_stadt/kirchen_der_stadt_321815/st_blasius_kirche_321819/st_blasius_kirche_ehemalige_buergerspita_211131.htm,,"betriebe@stadt-salzburg.at,wahlamt@stadt-salzburg.at,rechnung.kultur-bildung@salzburg.gv.at",,,,
Salzburger Dom,Kapitelplatz 1 · 5020 Salzburg,https://www.bing.com/th?id=OLC.4W1clA4MJ+aXNA480x360&pid=Local,https://www.bing.com/maps?cp=47.79737091064453%7E13.04706859588623&lvl=17.0&q=Salzburger%20Dom%20%2C%20Kapitelplatz%201%20%C2%B7%205020%20Salzburg,47.79737091064453,13.04706859588623,https://www.salzburger-dom.at/home,0662 80477950,"barbara.kirchgasser@zentrale.kirchen.net,domsakristei@zentrale.kirchen.net","{""instagram"":""https://www.instagram.com/domzusalzburg"",""facebook"":""https://www.facebook.com/domzusalzburg/""}",https://www.facebook.com/domzusalzburg/,https://www.instagram.com/domzusalzburg,
Stefan Zweig Centre Salzburg,"Moenchsberg 2, Edmundsburg · 5020 Salzburg",https://www.bing.com/th?id=OLC.NsNUr8fN9qdDvQ480x360&pid=Local,https://www.bing.com/maps?cp=47.797279357910156%7E13.041950225830078&lvl=17.0&q=Stefan%20Zweig%20Centre%20Salzburg%20%2C%20Moenchsberg%202%2C%20Edmundsburg%20%C2%B7%205020%20Salzburg,47.797279357910156,13.041950225830078,https://stefan-zweig-zentrum.at/,0662 80447641,"stefan-zweig-centre@sbg.ac.at,office@stefan-zweig-zentrum.at",,,,
Bavarian Mountains and Salt Mines Tour,"Hubert-Sattler-Gasse 1, Panorama Busterminal Mirabellplatz · 5020 Salzburg",https://www.bing.com/th?id=OLC.hFi1KyKSOXag6g480x360&pid=Local,https://www.bing.com/maps?cp=47.80672836303711%7E13.042739868164062&lvl=17.0&q=Bavarian%20Mountains%20and%20Salt%20Mines%20Tour%20%2C%20Hubert-Sattler-Gasse%201%2C%20Panorama%20Busterminal%20Mirabellplatz%20%C2%B7%205020%20Salzburg,47.80672836303711,13.042739868164062,http://www.panoramatours.com/en/salzburg/tour/tour-3a-salt-mines-tour-salzburg-8/,0662 874029,"office@panoramatours.com,8832110office@panoramatours.com","{""facebook"":""https://www.facebook.com/salzburgpanoramatours"",""instagram"":""https://www.instagram.com/panorama_tours/"",""pinterest"":""https://www.pinterest.at/salzburgpanoramatours/salzburg-panorama-tours/""}",https://www.facebook.com/salzburgpanoramatours,https://www.instagram.com/panorama_tours/,
Prime Tours,"Mirabellplatz, Next to Main Entrance of Mirabell Palace · 5020 Salzburg",https://www.bing.com/th?id=OLC.sTX2V9YYuCu3gA480x360&pid=Local,https://www.bing.com/maps?cp=47.80519485473633%7E13.043143272399902&lvl=17.0&q=Prime%20Tours%20%2C%20Mirabellplatz%2C%20Next%20to%20Main%20Entrance%20of%20Mirabell%20Palace%20%C2%B7%205020%20Salzburg,47.80519485473633,13.043143272399902,https://primetours.at/,0670 2061787,,"{""facebook"":""https://www.facebook.com/policy/cookies"",""instagram"":""https://www.instagram.com/prime_tours_vienna/"",""youtube"":""https://www.youtube.com/user/clinzi1""}",https://www.facebook.com/policy/cookies,https://www.instagram.com/prime_tours_vienna/,
Sound of Music World,Getreidegasse 47 · 5020 Salzburg,https://www.bing.com/th?id=OLC.tXhqsPArscr9Eg480x360&pid=Local,https://www.bing.com/maps?cp=47.80000305175781%7E13.04032039642334&lvl=17.0&q=Sound%20of%20Music%20World%20%2C%20Getreidegasse%2047%20%C2%B7%205020%20Salzburg,47.80000305175781,13.04032039642334,https://www.salzburg.info/en/salzburg/the-sound-of-music,0662 84269014,"tourist@salzburg.info,presse@salzburg.info,marketing@salzburg.info,digital-media@salzburg.info,privacy@salzburg.info,cards@salzburg.info","{""facebook"":""https://www.facebook.com/policy.php"",""youtube"":""https://www.youtube.com/user/salzburginfo"",""instagram"":""https://instagram.com/about/legal/privacy/"",""twitter"":""https://twitter.com/de/privacy"",""pinterest"":""https://policy.pinterest.com/en/privacy-policy""}",https://www.facebook.com/policy.php,https://instagram.com/about/legal/privacy/,https://twitter.com/de/privacy
Burgerwehr Monchsberg,"Moenchsberg 19, 5020 Salzburg · 5020 Salzburg",https://www.bing.com/th?id=OLC.CSWinVBltPbsqQ480x360&pid=Local,https://www.bing.com/maps?cp=47.79903030395508%7E13.038780212402344&lvl=17.0&q=Burgerwehr%20Monchsberg%20%2C%20Moenchsberg%2019%2C%205020%20Salzburg%20%C2%B7%205020%20Salzburg,47.79903030395508,13.038780212402344,,,,,,,
Haus im Furtwänglerpark,Wiener-Philharmoniker-G 2 Salzburg,,https://www.bing.com/maps?cp=47.7988395690918%7E13.04245376586914&lvl=17.0&q=Haus%20im%20Furtw%C3%A4nglerpark%20%2C%20Wiener-Philharmoniker-G%202%20Salzburg,47.7988395690918,13.04245376586914,,,,,,,
Wilder-Mann-Brunnen,Max-Reinhardt-Platz · 5020 Salzburg,https://www.bing.com/th?id=OLC.WkoqO+cl+3QR1Q480x360&pid=Local,https://www.bing.com/maps?cp=47.822811126708984%7E13.040550231933594&lvl=17.0&q=Wilder-Mann-Brunnen%20%2C%20Max-Reinhardt-Platz%20%C2%B7%205020%20Salzburg,47.822811126708984,13.040550231933594,,,,,,,
St. Georgs Kirche,Moenchsberg 34 · 5020 Salzburg,https://www.bing.com/th?id=OLC.bs/2AAYIbCVZiA480x360&pid=Local,https://www.bing.com/maps?cp=47.795230865478516%7E13.047369956970215&lvl=17.0&q=St.%20Georgs%20Kirche%20%2C%20Moenchsberg%2034%20%C2%B7%205020%20Salzburg,47.795230865478516,13.047369956970215,http://www.salzburg-rundgang.at/sehenswuerdigkeiten/burgen_und_schloesser/festung_hohensalzburg/details/st_georgs_kirche,06214 20820,"museum.service@mozarteum.at,office@domquartier.at","{""facebook"":""https://www.facebook.com/vividplanet/"",""instagram"":""https://www.instagram.com/vividplanetsoftware/"",""linkedin"":""https://www.linkedin.com/company/vivid-planet-software-gmbh/""}",https://www.facebook.com/vividplanet/,https://www.instagram.com/vividplanetsoftware/,
Freyschloessl - Roter Turm,Moenchsberg 15 · 5020 Salzburg,https://www.bing.com/th?id=OLC.i54tdHRdwVpBmA480x360&pid=Local,https://www.bing.com/maps?cp=47.795318603515625%7E13.043432235717773&lvl=17.0&q=Freyschloessl%20-%20Roter%20Turm%20%2C%20Moenchsberg%2015%20%C2%B7%205020%20Salzburg,47.795318603515625,13.043432235717773,,,,,,,
CS Galerie,Kaigasse 27 · 5020 Salzburg,,https://www.bing.com/maps?cp=47.7972412109375%7E13.049220085144043&lvl=17.0&q=CS%20Galerie%20%2C%20Kaigasse%2027%20%C2%B7%205020%20Salzburg,47.7972412109375,13.049220085144043,https://www.csgalerie.com/,0676 7225357,"info@csgalerie.com,yongchen@aon.at",,,,
Catacombe Del Cimitero Di San Pietro,Sankt-Peter-Bezirk · 5020 Salzburg,https://www.bing.com/th?id=OLC.EmXtTAfJSR67rA480x360&pid=Local,https://www.bing.com/maps?cp=47.79655838012695%7E13.04563045501709&lvl=17.0&q=Catacombe%20Del%20Cimitero%20Di%20San%20Pietro%20%2C%20Sankt-Peter-Bezirk%20%C2%B7%205020%20Salzburg,47.79655838012695,13.04563045501709,,0662 8445760,,,,,
St Markus Church,Franz-Josef-Kai 21 · 5020 Salzburg,https://www.bing.com/th?id=OLC.dwEDUYjteyKaow480x360&pid=Local,https://www.bing.com/maps?cp=47.80215072631836%7E13.038749694824219&lvl=17.0&q=St%20Markus%20Church%20%2C%20Franz-Josef-Kai%2021%20%C2%B7%205020%20Salzburg,47.80215072631836,13.038749694824219,https://ukrainische-kirche.at/,0662 849664,,"{""facebook"":""https://www.facebook.com/events/834857461793304/?ref=newsfeed""}",https://www.facebook.com/events/834857461793304/?ref=newsfeed,,
Connection Sculpture,"Mozartplatz 7, 5020 Salzburg · 5020 Salzburg",https://www.bing.com/th?id=OLC.U4bEqeavUadoTA480x360&pid=Local,https://www.bing.com/maps?cp=47.79922866821289%7E13.04850959777832&lvl=17.0&q=Connection%20Sculpture%20%2C%20Mozartplatz%207%2C%205020%20Salzburg%20%C2%B7%205020%20Salzburg,47.79922866821289,13.04850959777832,,,,,,,
MoenchsbergAufzug,Gstaettengasse 13 · 5020 Salzburg,https://www.bing.com/th?id=OLC.DsJB/OzEKwO2Lg480x360&pid=Local,https://www.bing.com/maps?cp=47.800899505615234%7E13.038979530334473&lvl=17.0&q=MoenchsbergAufzug%20%2C%20Gstaettengasse%2013%20%C2%B7%205020%20Salzburg,47.800899505615234,13.038979530334473,,0662 88849700,,,,,
Art Gallery,Kaigasse 18 · 5020 Salzburg,https://www.bing.com/th?id=OLC.z52EFEHWMhgfOg480x360&pid=Local,https://www.bing.com/maps?cp=47.797119140625%7E13.049161911010742&lvl=17.0&q=Art%20Gallery%20%2C%20Kaigasse%2018%20%C2%B7%205020%20Salzburg,47.797119140625,13.049161911010742,https://www.l-art.at/,0662 879119,,"{""facebook"":""https://www.facebook.com/galerielart/"",""instagram"":""https://www.instagram.com/l_art_galerie/"",""youtube"":""https://www.youtube.com/channel/ucqljjh2arguhiy1svvqlvuw""}",https://www.facebook.com/galerielart/,https://www.instagram.com/l_art_galerie/,
Amalie-Redlich-Turm,Mönchsberg 32 Salzburg,https://www.bing.com/th?id=OLC.i9vAwhNv3JFHkg480x360&pid=Local,https://www.bing.com/maps?cp=47.80067443847656%7E13.03797435760498&lvl=17.0&q=Amalie-Redlich-Turm%20%2C%20M%C3%B6nchsberg%2032%20Salzburg,47.80067443847656,13.03797435760498,http://www.museumdermoderne.at/,0662 842220,"info@mdmsalzburg.at,info@museumdermoderne.at","{""instagram"":""https://www.instagram.com/museumdermodernesalzburg/"",""facebook"":""https://www.facebook.com/museumdermodernesalzburg/"",""linkedin"":""https://at.linkedin.com/company/museum-der-moderne-salzburg"",""youtube"":""https://www.youtube.com/channel/uczkkmh4vfxkrxv3cqgrcasq"",""twitter"":""https://twitter.com/mdmsalzburg""}",https://www.facebook.com/museumdermodernesalzburg/,https://www.instagram.com/museumdermodernesalzburg/,https://twitter.com/mdmsalzburg
Museum Kunst Der Verlorenen Generation,"Sigmund-Haffner-Gasse 12, 1. Stock · 5020 Salzburg",https://www.bing.com/th?id=OLC.S/ZwhjEiIUwY4w480x360&pid=Local,https://www.bing.com/maps?cp=47.799190521240234%7E13.044010162353516&lvl=17.0&q=Museum%20Kunst%20Der%20Verlorenen%20Generation%20%2C%20Sigmund-Haffner-Gasse%2012%2C%201.%20Stock%20%C2%B7%205020%20Salzburg,47.799190521240234,13.044010162353516,https://verlorene-generation.com/museum/,0662 276231,museum@verlorene-generation.com,"{""instagram"":""https://www.instagram.com/museumverlorenegeneration/"",""facebook"":""https://www.facebook.com/museumkunstderverlorenengeneration/""}",https://www.facebook.com/museumkunstderverlorenengeneration/,https://www.instagram.com/museumverlorenegeneration/,
Schloss Hellbrunn,Fuerstenweg 37 · 5020 Salzburg,https://www.bing.com/th?id=OLC.dotrV/MdcRsmAg480x360&pid=Local,https://www.bing.com/maps?cp=47.76213073730469%7E13.060239791870117&lvl=17.0&q=Schloss%20Hellbrunn%20%2C%20Fuerstenweg%2037%20%C2%B7%205020%20Salzburg,47.76213073730469,13.060239791870117,https://www.hellbrunn.at/,0662 8203720,"info@hellbrunn.at,info@salzburg.info,office@salzburgmuseum.at","{""facebook"":""https://www.facebook.com/hellbrunn/"",""instagram"":""https://www.instagram.com/schloss_hellbrunn/"",""youtube"":""https://www.youtube.com/watch?v=bs9qhgnxpd8"",""yelp"":""https://www.yelp.com/biz/schloss-hellbrunn-schlosspark-hellbrunn-salzburg""}",https://www.facebook.com/hellbrunn/,https://www.instagram.com/schloss_hellbrunn/,
Gstattengasse,Gstättengasse · 5020 Salzburg,https://www.bing.com/th?id=OLC.PxQ1WdMzmmb1og480x360&pid=Local,https://www.bing.com/maps?cp=47.8013916015625%7E13.038820266723633&lvl=17.0&q=Gstattengasse%20%2C%20Gst%C3%A4ttengasse%20%C2%B7%205020%20Salzburg,47.8013916015625,13.038820266723633,,0662 846898,,,,,
Müllner Kirche,Augustinergasse 4 · 5020 Salzburg,https://www.bing.com/th?id=OLC.7yPtp/pF/VxuEw480x360&pid=Local,https://www.bing.com/maps?cp=47.80548858642578%7E13.0346097946167&lvl=17.0&q=M%C3%BCllner%20Kirche%20%2C%20Augustinergasse%204%20%C2%B7%205020%20Salzburg,47.80548858642578,13.0346097946167,,0662 432671,,,,,
Salzburg Congress,Auerspergstrasse 6 · 5020 Salzburg,https://www.bing.com/th?id=OLC.rULucQWxnDHMfw480x360&pid=Local,https://www.bing.com/maps?cp=47.80698776245117%7E13.04157543182373&lvl=17.0&q=Salzburg%20Congress%20%2C%20Auerspergstrasse%206%20%C2%B7%205020%20Salzburg,47.80698776245117,13.04157543182373,https://www.salzburgcongress.at/de,0662 889870,Service@salzburgcongress.at,"{""linkedin"":""https://www.linkedin.com/company/salzburgcongress/""}",,,
Schloss Fürberg,Salzburg,,https://www.bing.com/maps?cp=47.80354690551758%7E13.062455177307129&lvl=17.0&q=Schloss%20F%C3%BCrberg%20%2C%20Salzburg,47.80354690551758,13.062455177307129,,,,,,,
Mozarteum,Schwarzstrasse 26 · 5020 Salzburg,https://www.bing.com/th?id=OLC.xoVtZmZQg7J2Cw480x360&pid=Local,https://www.bing.com/maps?cp=47.80363082885742%7E13.04160213470459&lvl=17.0&q=Mozarteum%20%2C%20Schwarzstrasse%2026%20%C2%B7%205020%20Salzburg,47.80363082885742,13.04160213470459,http://schauspiel.moz.ac.at/,0662 8894030,"rosa.batteg@moz.ac.at,schauspiel@moz.ac.at","{""instagram"":""https://www.instagram.com/mozarteumuniversity"",""facebook"":""https://www.facebook.com/mozarteum.university"",""youtube"":""https://www.youtube.com/c/unimozarteumsalzburg""}",https://www.facebook.com/mozarteum.university,https://www.instagram.com/mozarteumuniversity,
Reckturm,"Hohensalzburg, Monchsberg 34 · 5020 Salzburg",,https://www.bing.com/maps?cp=47.795074462890625%7E13.046520233154297&lvl=17.0&q=Reckturm%20%2C%20Hohensalzburg%2C%20Monchsberg%2034%20%C2%B7%205020%20Salzburg,47.795074462890625,13.046520233154297,,,,,,,
Fine Art Management Gmbh,Kaigasse 11 · 5020 Salzburg,,https://www.bing.com/maps?cp=47.7979621887207%7E13.048650741577148&lvl=17.0&q=Fine%20Art%20Management%20Gmbh%20%2C%20Kaigasse%2011%20%C2%B7%205020%20Salzburg,47.7979621887207,13.048650741577148,,0662 848068,,,,,
Stadtgalerie Museum Pavillion,Bernhard-Paumgartner-Weg 5020 Salzburg,https://www.bing.com/th?id=OLC.iuAJ15cWdufwYA480x360&pid=Local,https://www.bing.com/maps?cp=47.80598449707031%7E13.04183292388916&lvl=17.0&q=Stadtgalerie%20Museum%20Pavillion%20%2C%20Bernhard-Paumgartner-Weg%205020%20Salzburg,47.80598449707031,13.04183292388916,,,,"{""facebook"":""https://www.facebook.com/mozarteum.university"",""instagram"":""https://www.instagram.com/mozarteumuniversity"",""youtube"":""https://www.youtube.com/c/unimozarteumsalzburg""}",https://www.facebook.com/mozarteum.university,https://www.instagram.com/mozarteumuniversity,
Schloss Leopoldskron,Leopoldskronstrasse 56-58 · 5020 Salzburg,https://www.bing.com/th?id=OLC.b2TsibJUaMvJ6g480x360&pid=Local,https://www.bing.com/maps?cp=47.788917541503906%7E13.039177894592285&lvl=17.0&q=Schloss%20Leopoldskron%20%2C%20Leopoldskronstrasse%2056-58%20%C2%B7%205020%20Salzburg,47.788917541503906,13.039177894592285,https://www.schloss-leopoldskron.com/en/,0662 83983,"reception@schlossleopoldskron.com,info@salzburg.info","{""instagram"":""https://www.instagram.com/schlossleopoldskron/"",""facebook"":""https://www.facebook.com/visitsalzburgerland/videos/schloss-leopoldskron-aus-der-vogelperspektive/502935143877232/"",""linkedin"":""https://www.linkedin.com/company/hotel-schloss-leopoldskron""}",https://www.facebook.com/visitsalzburgerland/videos/schloss-leopoldskron-aus-der-vogelperspektive/502935143877232/,https://www.instagram.com/schlossleopoldskron/,
Salzburg Hauptbahnhof,Südtiroler Platz 1 · 5020 Salzburg,https://www.bing.com/th?id=OLC.Za0X+0255lvtkw480x360&pid=Local,https://www.bing.com/maps?cp=47.81312942504883%7E13.045160293579102&lvl=17.0&q=Salzburg%20Hauptbahnhof%20%2C%20S%C3%BCdtiroler%20Platz%201%20%C2%B7%205020%20Salzburg,47.81312942504883,13.045160293579102,https://www.salzburg.info,0517 17,"tourist@salzburg.info,1010，Hohenstaufengasse3号，dsb@dsb.gv.at,dsb@dsb.gv.at,privacy@salzburg.info","{""facebook"":""https://www.facebook.com/policy.php"",""youtube"":""https://www.youtube.com/user/salzburginfo"",""instagram"":""https://instagram.com/about/legal/privacy/"",""twitter"":""http://twitter.com/account/settings"",""pinterest"":""https://about.pinterest.com/de/privacy-policy""}",https://www.facebook.com/policy.php,https://instagram.com/about/legal/privacy/,http://twitter.com/account/settings
Stiegl Brauwelt,Bräuhausstraße 9 · 5020 Salzburg,https://www.bing.com/th?id=OLC.KFXG9roeDr3UfQ480x360&pid=Local,https://www.bing.com/maps?cp=47.79371643066406%7E13.021374702453613&lvl=17.0&q=Stiegl%20Brauwelt%20%2C%20Br%C3%A4uhausstra%C3%9Fe%209%20%C2%B7%205020%20Salzburg,47.79371643066406,13.021374702453613,https://www.brauwelt.at/,050 1492 1492,brauwelt@stiegl.at,"{""youtube"":""https://www.youtube.com/user/stieglbrauerei"",""instagram"":""https://www.instagram.com/stieglbrauwelt/"",""facebook"":""https://www.facebook.com/brauwelt/"",""twitter"":""https://twitter.com/stieglbrauerei""}",https://www.facebook.com/brauwelt/,https://www.instagram.com/stieglbrauwelt/,https://twitter.com/stieglbrauerei
Schlosstaverne Kromp,Stelzhamerstraße 2 · 5020 Salzburg,,https://www.bing.com/maps?cp=47.80669021606445%7E13.048314094543457&lvl=17.0&q=Schlosstaverne%20Kromp%20%2C%20Stelzhamerstra%C3%9Fe%202%20%C2%B7%205020%20Salzburg,47.80669021606445,13.048314094543457,,,,,,,
Salzburger Wehrgeschichtliches Museum,Moosstraße 1-3 · 5020 Salzburg,,https://www.bing.com/maps?cp=47.797462463378906%7E13.030695915222168&lvl=17.0&q=Salzburger%20Wehrgeschichtliches%20Museum%20%2C%20Moosstra%C3%9Fe%201-3%20%C2%B7%205020%20Salzburg,47.797462463378906,13.030695915222168,https://www.salzburg-wehrgeschichte.at/,050 2018 044123,info@salzburg-wehrgeschichte.at,,,,
Sound of Music Hotel,,,,47.79560852050781,13.047378540039062,https://www.salzburg.info/,0662 6208080,"tourist@salzburg.info,presse@salzburg.info,marketing@salzburg.info,digital-media@salzburg.info,privacy@salzburg.info,info@salzburg.info,cards@salzburg.info,1010，Hohenstaufengasse3号，dsb@dsb.gv.at,dsb@dsb.gv.at","{""facebook"":""https://www.facebook.com/about/privacy"",""youtube"":""https://www.youtube.com/user/salzburginfo"",""instagram"":""https://instagram.com/about/legal/privacy/"",""twitter"":""https://support.twitter.com/articles/20171528"",""pinterest"":""https://about.pinterest.com/de/privacy-policy""}",https://www.facebook.com/about/privacy,https://instagram.com/about/legal/privacy/,https://support.twitter.com/articles/20171528
Getreidegasse,Getreidegasse 8 · 5020 Salzburg,https://www.bing.com/th?id=OLC.7B24GXYkQObEoA480x360&pid=Local,https://www.bing.com/maps?cp=47.800201416015625%7E13.043704986572266&lvl=17.0&q=Getreidegasse%20%2C%20Getreidegasse%208%20%C2%B7%205020%20Salzburg,47.800201416015625,13.043704986572266,https://at.ecco.com/de-AT,0662 840873,"legal@ecco.com,kundenbetreuung.at@eu.ecco.com","{""instagram"":""http://instagram.com/ecco"",""facebook"":""https://www.facebook.com/about/privacy"",""youtube"":""http://www.youtube.com/eccosko"",""pinterest"":""https://www.pinterest.com/eccoshoes/"",""linkedin"":""http://linkedin.com/company/ecco-sko-as""}",https://www.facebook.com/about/privacy,http://instagram.com/ecco,
Kupelwieser-Schlossl,Moenchsberg 17 · 5020 Salzburg,https://www.bing.com/th?id=OLC.6d3XGhO0kDqH2A480x360&pid=Local,https://www.bing.com/maps?cp=47.79444885253906%7E13.039889335632324&lvl=17.0&q=Kupelwieser-Schlossl%20%2C%20Moenchsberg%2017%20%C2%B7%205020%20Salzburg,47.79444885253906,13.039889335632324,,,,,,,
Domplatz Market,Residenzplatz 1 · 5020 Salzburg,https://www.bing.com/th?id=OLC.OJ9Wby15ySA+rA480x360&pid=Local,https://www.bing.com/maps?cp=47.79780197143555%7E13.045975685119629&lvl=17.0&q=Domplatz%20Market%20%2C%20Residenzplatz%201%20%C2%B7%205020%20Salzburg,47.79780197143555,13.045975685119629,https://christkindlmarkt.co.at/,0664 1091491,"lackner@christkindlmarkt.co.at,office@salzburg-altstadt.at,info@christkindlmarkt.co.at","{""facebook"":""https://www.facebook.com/salzburgerchristkindlmarkt/"",""instagram"":""https://www.instagram.com/salzburgerchristkindlmarkt/?hl=de"",""youtube"":""https://www.youtube.com/user/salzburgerchristkind""}",https://www.facebook.com/salzburgerchristkindlmarkt/,https://www.instagram.com/salzburgerchristkindlmarkt/?hl=de,
Hangar-7,"Wilhelm-Spazier-Strasse, 7A, Red Bull Hangar-7 · 5020 Salzburg",https://www.bing.com/th?id=OLC.2U6/QEXixLYGtw480x360&pid=Local,https://www.bing.com/maps?cp=47.79365921020508%7E13.007564544677734&lvl=17.0&q=Hangar-7%20%2C%20Wilhelm-Spazier-Strasse%2C%207A%2C%20Red%20Bull%20Hangar-7%20%C2%B7%205020%20Salzburg,47.79365921020508,13.007564544677734,https://www.hangar-7.com/de/,0662 2197,"willkommen@hangar-7.com,privacy-hangar7@redbull.com","{""facebook"":""http://www.facebook.com/privacy/policies/cookies/"",""instagram"":""http://privacycenter.instagram.com/policy/?entry_point=ig_help_center_data_policy_redirect"",""spotify"":""http://www.spotify.com/at/legal/privacy-policy/"",""twitter"":""https://gdpr.twitter.com/en/controller-to-controller-transfers.html""}",http://www.facebook.com/privacy/policies/cookies/,http://privacycenter.instagram.com/policy/?entry_point=ig_help_center_data_policy_redirect,https://gdpr.twitter.com/en/controller-to-controller-transfers.html
Gewerbepark Urstein Beteiligungs,Schillerstr. 30 · 5020 Salzburg,,https://www.bing.com/maps?cp=47.80253982543945%7E13.04193115234375&lvl=17.0&q=Gewerbepark%20Urstein%20Beteiligungs%20%2C%20Schillerstr.%2030%20%C2%B7%205020%20Salzburg,47.80253982543945,13.04193115234375,,07612 799577,,,,,
Grunmarkt,Universitätsplatz · 5020 Salzburg,https://www.bing.com/th?id=OLC.buYb+7ciOsr8nw480x360&pid=Local,https://www.bing.com/maps?cp=47.79945755004883%7E13.043411254882812&lvl=17.0&q=Grunmarkt%20%2C%20Universit%C3%A4tsplatz%20%C2%B7%205020%20Salzburg,47.79945755004883,13.043411254882812,http://www.stadt-salzburg.at/internet/wirtschaft_umwelt/wirtschaft_gewerbe/maerkte_marktaufsicht/gruenmarkt_322657/gruenmarkt_322739.htm,0662 8432630,"post@stadt-salzburg.at,betriebe@stadt-salzburg.at,wahlamt@stadt-salzburg.at,rechnung.kultur-bildung@salzburg.gv.at",,,,
"Kaiser Karl, der Sagenhafte",Max-Ott-Platz 6 · 5020 Salzburg,,https://www.bing.com/maps?cp=47.808231353759766%7E13.041046142578125&lvl=17.0&q=Kaiser%20Karl%2C%20der%20Sagenhafte%20%2C%20Max-Ott-Platz%206%20%C2%B7%205020%20Salzburg,47.808231353759766,13.041046142578125,,0662 877688,,,,,
Petersfriedhof,Sankt-Peter-Bezirk 1 · 5020 Salzburg,https://www.bing.com/th?id=OLC.5HexyKDPRzxOTg480x360&pid=Local,https://www.bing.com/maps?cp=47.79673385620117%7E13.045256614685059&lvl=17.0&q=Petersfriedhof%20%2C%20Sankt-Peter-Bezirk%201%20%C2%B7%205020%20Salzburg,47.79673385620117,13.045256614685059,https://www.stift-stpeter.at/,0662 8445760,"oeli@liturgie.at,mariaplain@erzabtei.at,stiftskirche@erzabtei.at,kolleg@benediktiner.at",,,,
AYA Bad,Alpenstrasse 9 · 5020 Salzburg,https://www.bing.com/th?id=OLC.bGOKbRm27deqwQ480x360&pid=Local,https://www.bing.com/maps?cp=47.79133224487305%7E13.06380844116211&lvl=17.0&q=AYA%20Bad%20%2C%20Alpenstrasse%209%20%C2%B7%205020%20Salzburg,47.79133224487305,13.06380844116211,https://www.stadt-salzburg.at/freibaeder-und-hallenbaeder/,0662 620832,"betriebe@stadt-salzburg.at,post@stadt-salzburg.at,wahlamt@stadt-salzburg.at",,,,
Evangelische Christuskirche,Schwarzstrasse 25 · 5020 Salzburg,https://www.bing.com/th?id=OLC.tFZh7D1589pc1A480x360&pid=Local,https://www.bing.com/maps?cp=47.80425262451172%7E13.03991413116455&lvl=17.0&q=Evangelische%20Christuskirche%20%2C%20Schwarzstrasse%2025%20%C2%B7%205020%20Salzburg,47.80425262451172,13.03991413116455,https://christuskirche.at/,0662 874445,info@salzburg.info,,,,
Modern Art in Salzburg,Mozartplatz 4 · 5020 Salzburg,https://www.bing.com/th?id=OLC.yG1o/WKjYUXaGA480x360&pid=Local,https://www.bing.com/maps?cp=47.79936981201172%7E13.047730445861816&lvl=17.0&q=Modern%20Art%20in%20Salzburg%20%2C%20Mozartplatz%204%20%C2%B7%205020%20Salzburg,47.79936981201172,13.047730445861816,http://salzburgfoundation.at/,,office@salzburgfoundation.at,,,,
Galerie Gerlich,Lilli-lehmann-gasse 9 · 5020 Salzburg,,https://www.bing.com/maps?cp=47.79769515991211%7E13.064179420471191&lvl=17.0&q=Galerie%20Gerlich%20%2C%20Lilli-lehmann-gasse%209%20%C2%B7%205020%20Salzburg,47.79769515991211,13.064179420471191,http://www.galerie-gerlich.at/,0662 621070,galerie-gerlich@aon.at,,,,
Altstadt Anlegestelle,Old Town · 0638 Salzburg,,https://www.bing.com/maps?cp=47.82286834716797%7E12.995287895202637&lvl=17.0&q=Altstadt%20Anlegestelle%20%2C%20Old%20Town%20%C2%B7%200638%20Salzburg,47.82286834716797,12.995287895202637,,,,,,,
Parkanlage Glanspitz,Mirabellplatz 4 · 5020 Salzburg,https://www.bing.com/th?id=OLC.UXdAJ27P46cx7g480x360&pid=Local,https://www.bing.com/maps?cp=47.8134651184082%7E13.02518367767334&lvl=17.0&q=Parkanlage%20Glanspitz%20%2C%20Mirabellplatz%204%20%C2%B7%205020%20Salzburg,47.8134651184082,13.02518367767334,,,info@salzburg.info,,,,
